"pmid","journalTitle","citedByCount"
"23908262","Bioinformatics",1
"31249629","Gut Pathog",1
"30038385","Cell Death Differ",1
"30068314","BMC Genomics",1
"32111915","Sci Rep",1
"25515564","Clin Respir J",1
"29844902","Mol Clin Oncol",1
"31212967","Genes (Basel)",1
"31003986","Appl Environ Microbiol",1
"28928672","Front Physiol",1
"32084664","PLoS One",1
"32110491","PeerJ",1
"31348803","PLoS Pathog",1
"30320491","J Cell Mol Med",1
"30002203","Mol Cell Proteomics",1
"31231376","Front Immunol",1
"30322177","Molecules",1
"32071273","mBio",1
"30359422","PLoS One",1
"25861922","Methods",1
"25884519","BMC Genet",1
"30356779","Front Microbiol",1
"31292500","Sci Rep",1
"29973534","J Fungi (Basel)",1
"31214244","Front Genet",1
"30822303","PLoS Biol",1
"27917343","Springerplus",1
"29952222","Am J Physiol Lung Cell Mol Physiol",1
"31164794","Cancer Cell Int",1
"32128395","Sci Adv",1
"32116793","Front Physiol",1
"30320339","Mol Med Rep",1
"31134393","AMB Express",1
"27814699","BMC Syst Biol",1
"31118434","Sci Rep",1
"32007096","Microbiome",1
"31956905","Nucleic Acids Res",1
"29898660","BMC Genomics",1
"32005975","Oncogene",1
"31243271","Nat Commun",1
"32047057","mSystems",1
"29467421","Sci Rep",1
"25501146","Genet Mol Res",1
"31992196","BMC Genomics",1
"27535859","Zhonghua Xue Ye Xue Za Zhi",1
"28750648","J Biomed Semantics",1
"31088495","J Transl Med",1
"31134034","Front Microbiol",1
"27748875","Mol Med Rep",1
"31072324","BMC Genomics",1
"25758573","Indian J Med Res",1
"30957416","Proteomics",1
"25410188","Scand J Immunol",1
"31067716","Animals (Basel)",1
"29813068","PLoS Negl Trop Dis",1
"30226602","Oncol Rep",1
"31341668","J Adv Res",1
"31073329","Biotechnol Biofuels",1
"31038583","Acta Cir Bras",1
"28881978","Bioinformatics",1
"31046221","ACS Chem Biol",1
"31016891","CNS Neurosci Ther",1
"24993113","Mol Biol Rep",1
"31043588","Cell Death Dis",1
"32089734","Theranostics",1
"31956273","Exp Mol Med",1
"31052157","Int J Mol Sci",1
"28640829","PLoS One",1
"30158504","Genes (Basel)",1
"27331106","Data Brief",1
"30126978","Mol Cell Proteomics",1
"31941087","Cancers (Basel)",1
"25699091","BioData Min",1
"29773844","Sci Rep",1
"31024765","PeerJ",1
"28479745","Bioinformation",1
"30102702","PLoS Comput Biol",1
"31059106","Mol Med Rep",1
"28659815","Front Physiol",1
"31100613","Mol Ther Nucleic Acids",1
"29699591","BMC Syst Biol",1
"30987671","Arthritis Res Ther",1
"30106085","Int J Mol Med",1
"31935789","Int J Mol Sci",1
"26717407","PLoS One",1
"29860480","Database (Oxford)",1
"31086582","Exp Ther Med",1
"31097699","Nat Commun",1
"31906248","Int J Mol Sci",1
"31205498","Ther Adv Med Oncol",1
"30824926","Mol Hum Reprod",1
"31024340","Front Physiol",1
"30943211","PLoS Comput Biol",1
"26719703","Onco Targets Ther",1
"31900142","J Biomed Sci",1
"31875662","Brain Behav",1
"29257335","Mol Med Rep",1
"31949494","J Cancer",1
"31938073","Theranostics",1
"29682276","Cell Biosci",1
"31873194","Nat Neurosci",1
"30917780","BMC Genomics",1
"31820027","Anal Bioanal Chem",1
"31894249","Int J Mol Med",1
"29270355","Leuk Res Rep",1
"31073332","Biotechnol Biofuels",1
"31086297","Sci Rep",1
"30890753","Sci Rep",1
"31873177","Sci Rep",1
"30996129","Aging (Albany NY)",1
"29614078","PLoS One",1
"21511714","Bioinformatics",1
"30904021","J Ovarian Res",1
"29416790","Oncotarget",1
"28484427","Front Endocrinol (Lausanne)",1
"30002402","Sci Rep",1
"24655443","BMC Syst Biol",1
"30918514","Front Genet",1
"30867545","ISME J",1
"31827246","ISME J",1
"30022306","AMB Express",1
"31844128","Sci Rep",1
"27331408","Oncotarget",1
"31205521","J Cancer",1
"30915050","Front Microbiol",1
"26810393","BMC Genomics",1
"29896789","Genes Brain Behav",1
"31871686","Hortic Res",1
"25487059","BMC Res Notes",1
"28961802","Bioinformatics",1
"31815935","PLoS Comput Biol",1
"29786557","Philos Trans R Soc Lond B Biol Sci",1
"31800621","PLoS One",1
"30046334","Evid Based Complement Alternat Med",1
"31840336","Mol Reprod Dev",1
"31822602","mSystems",1
"30838803","Microb Biotechnol",1
"29138828","Mol Med Rep",1
"30832353","Int J Mol Sci",1
"32553117","Elife",1
"28596628","Scientometrics",1
"31875561","Cell Rep",1
"31885203","Mol Syst Biol",1
"31926619","Redox Biol",1
"30559221","Infect Immun",1
"30050943","Biomed Res Int",1
"30799510","Arch Virol",1
"29214180","Biomed Res Int",1
"24728565","Mol Biol Rep",1
"31775867","Biol Direct",1
"29946260","Front Pharmacol",1
"29891807","Nutrients",1
"31801944","Cell Death Dis",1
"31775321","Int J Mol Sci",1
"30984543","FEBS Open Bio",1
"25121089","Int J Genomics",1
"31772323","Mucosal Immunol",1
"30926854","Sci Rep",1
"27127885","Oncotarget",1
"29870138","Thorac Cancer",1
"24303294","AMIA Jt Summits Transl Sci Proc",1
"30407753","Arthritis Rheumatol",1
"30771686","J Surg Res",1
"29044132","Sci Rep",1
"24001106","Gigascience",1
"29342229","Bioinformatics",1
"29848285","BMC Genomics",1
"29857558","Molecules",1
"30783122","Sci Rep",1
"30737464","Sci Rep",1
"29849669","Cell Mol Biol Lett",1
"30754717","Genes (Basel)",1
"28224978","Sci Rep",1
"31712703","Sci Rep",1
"24668670","Genet Mol Res",1
"29869218","J Assist Reprod Genet",1
"29794413","Microbes Environ",1
"30683807","Biosci Rep",1
"26602065","Mol Med",1
"30717245","Metabolites",1
"29977911","Biomed Res Int",1
"31628211","Dis Model Mech",1
"30718807","ISME J",1
"30729016","Hortic Res",1
"26324066","Mol Med Rep",1
"30285245","Rheumatology (Oxford)",1
"30830475","Metabolomics",1
"30696808","Transl Psychiatry",1
"25695140","Prion",1
"30746468","Sci Adv",1
"31690593","mSystems",1
"31684864","BMC Plant Biol",1
"28941788","Methods",1
"31685918","Sci Rep",1
"30678057","Plants (Basel)",1
"30701134","PeerJ",1
"28983627","Mol Med Rep",1
"31329816","Ann Bot",1
"31685936","ISME J",1
"30701193","mSystems",1
"26294924","Evid Based Complement Alternat Med",1
"31787988","Front Plant Sci",1
"31704974","Sci Rep",1
"31671542","Int J Mol Sci",1
"30582219","Mol Carcinog",1
"31787983","Front Immunol",1
"31736880","Front Endocrinol (Lausanne)",1
"28869563","Molecules",1
"27069488","Evid Based Complement Alternat Med",1
"27042044","Int J Chron Obstruct Pulmon Dis",1
"29320554","PLoS One",1
"31653195","BMC Genomics",1
"27023311","J Vis Exp",1
"30761256","FEBS Open Bio",1
"30616626","BMC Syst Biol",1
"30609749","Cancers (Basel)",1
"31649488","Cancer Cell Int",1
"31636419","Nat Microbiol",1
"24763884","Eur Rev Med Pharmacol Sci",1
"29312003","Front Physiol",1
"31628347","Nat Commun",1
"31969866","Front Microbiol",1
"30657523","Invest Ophthalmol Vis Sci",1
"32039051","Front Cell Infect Microbiol",1
"31156157","In Silico Biol",1
"30625331","Cell Rep",1
"30604760","Nat Commun",1
"32063848","Front Pharmacol",1
"30589839","PLoS One",1
"29267851","Bioinformatics",1
"30655681","Infect Drug Resist",1
"30662576","Dis Markers",1
"29658575","Int J Oncol",1
"28943924","Oncol Lett",1
"31681434","Front Genet",1
"31969822","Front Pharmacol",1
"29805620","Oncol Lett",1
"31595065","Nat Plants",1
"31591377","Cell Death Dis",1
"30598660","J Venom Anim Toxins Incl Trop Dis",1
"26076823","J Pediatr Urol",1
"27844001","Mol Biol Res Commun",1
"30556326","Autism Res",1
"29615909","Front Pharmacol",1
"31602312","NPJ Syst Biol Appl",1
"31578453","Sci Rep",1
"31611848","Front Microbiol",1
"31649545","Front Pharmacol",1
"28713927","Mol Med Rep",1
"31589627","PLoS One",1
"30662904","Biomed Res Int",1
"31498543","Plant Biotechnol J",1
"24155070","Chin J Integr Med",1
"31638182","Int J Oncol",1
"31594749","EBioMedicine",1
"21088028","Bioinformatics",1
"30535503","Oncol Rep",1
"29657303","Noncoding RNA",1
"30480348","Plant J",1
"29127306","Sci Rep",1
"29495575","Molecules",1
"30521381","FASEB J",1
"31616639","Front Oncol",1
"31511527","Sci Rep",1
"23597302","J Chem Inf Model",1
"24089221","Eur Rev Med Pharmacol Sci",1
"31549018","Plant Direct",1
"29487614","Front Genet",1
"30477424","BMC Genomics",1
"30498485","Front Microbiol",1
"30409783","Diabetes",1
"30463212","Plants (Basel)",1
"28789378","Oncol Lett",1
"31552042","Front Immunol",1
"28591167","PLoS One",1
"32644988","PLoS Genet",1
"30397229","Sci Rep",1
"31938187","Int J Clin Exp Pathol",1
"30519352","J Cancer",1
"31461451","PLoS One",1
"30601598","J Int AIDS Soc",1
"31449494","Aging (Albany NY)",1
"31470910","Microbiome",1
"29385670","Mol Cells",1
"28579810","Onco Targets Ther",1
"30544849","Proteomes",1
"31372996","New Phytol",1
"31667457","JBMR Plus",1
"25752479","J Cell Mol Med",1
"24959829","PLoS One",1
"31429697","BMC Plant Biol",1
"30338905","J Cell Mol Med",1
"29351208","Int J Mol Sci",1
"31443515","Microorganisms",1
"31437216","PLoS One",1
"26489668","Sci Rep",1
"30321192","PLoS One",1
"29393428","Mol Med Rep",1
"28498449","Mol Med Rep",1
"31425535","PLoS One",1
"30410554","Evid Based Complement Alternat Med",1
"30143506","Appl Environ Microbiol",1
"23303300","Database (Oxford)",1
"25925987","BMC Res Notes",1
"30405409","Front Pharmacol",1
"30297806","Sci Rep",1
"29508300","Methods Mol Biol",1
"29036452","Bioinformatics",1
"31426587","Int J Mol Sci",1
"23427985","J Bioinform Comput Biol",1
"31114627","Int J Data Min Bioinform",1
"28529955","Biomed Res Int",1
"30304443","J Anim Sci",1
"30483498","Front Bioeng Biotechnol",1
"28883622","Sci Rep",1
"30416390","Int J Biol Sci",1
"30761008","Front Pharmacol",1
"29451210","Neural Regen Res",1
"32637607","Sci Adv",1
"30297749","Nat Ecol Evol",1
"31020328","Toxicol Sci",1
"31467637","Oxid Med Cell Longev",1
"31350430","Sci Rep",1
"30279698","Front Genet",1
"30282999","Sci Rep",1
"26322129","BioData Min",1
"30298082","Front Plant Sci",1
"23368995","BMC Bioinformatics",1
"31387932","mSystems",1
"30227850","BMC Plant Biol",1
"28831155","Sci Rep",1
"25664019","Int J Clin Exp Med",1
"29190674","PLoS One",1
"28521426","Oncol Lett",1
"29211813","PLoS One",1
"26988146","Sci Rep",1
"29174688","Microb Pathog",1
"29176640","Sci Rep",1
"30181614","Sci Rep",1
"30202240","Cancer Cell Int",1
"30185885","Sci Rep",1
"31284728","Circulation",1
"29259349","Dis Markers",1
"31285548","Oncogene",1
"31300697","Sci Rep",1
"30159808","Rice (N Y)",1
"31296166","BMC Genomics",1
"24304957","Zhonghua Yu Fang Yi Xue Za Zhi",1
"27308330","Mol Cell Oncol",1
"31302002","Mol Cell",1
"30152713","J Cereb Blood Flow Metab",1
"31285544","Cell Death Differ",1
"30210331","Front Aging Neurosci",1
"23904737","Bioinformation",1
"31251110","Cell Cycle",1
"31261921","Molecules",1
"31269974","Eur J Med Res",1
"31269083","PLoS One",1
"24109950","Conf Proc IEEE Eng Med Biol Soc",1
"29250171","Oncol Lett",1
"31221721","Mol Cell Proteomics",1
"31293564","Front Immunol",1
"32438927","BMC Biol",1
"30140229","Front Pharmacol",1
"30091999","PLoS One",1
"31266540","J Exp Clin Cancer Res",1
"31248042","Int J Mol Sci",1
"29884614","G3 (Bethesda)",1
"31463135","J Thorac Dis",1
"30250067","Nat Commun",1
"32466801","Microbiome",1
"26860357","BMC Plant Biol",1
"29671830","Plants (Basel)",1
"22236120","Curr Pharm Des",1
"31192450","Ann Hum Genet",1
"30288350","Oncoimmunology",1
"30061608","Sci Rep",1
"22986168","Neuroscience",1
"31258519","Front Microbiol",1
"30123424","Oncotarget",1
"30038421","Sci Rep",1
"29780857","Technology (Singap World Sci)",1
"30202444","BioData Min",1
"28814200","J Biomol Struct Dyn",1
"30049279","Acta Neuropathol Commun",1
"29846507","Ann Bot",1
"32385277","Nat Commun",1
"30031405","Microbiome",1
"31186453","Sci Rep",1
"31185904","BMC Genomics",1
"30029648","J Transl Med",1
"29995913","PLoS One",1
"23799295","Genet Test Mol Biomarkers",1
"30042750","Front Microbiol",1
"30011963","Int J Mol Sci",1
"32384127","PLoS Pathog",1
"28545114","PLoS One",1
"29113276","Oncol Lett",1
"29996945","BMC Pharmacol Toxicol",1
"31516757","Cancer Biol Med",1
"28901441","Mol Med Rep",1
"27019783","PeerJ",1
"29976144","BMC Genomics",1
"31109381","Microbiome",1
"30175097","Front Cell Dev Biol",1
"31112559","PLoS One",1
"31095603","PLoS One",1
"30237675","Bioinformation",1
"32345342","Genome Biol",1
"31072362","BMC Plant Biol",1
"32350921","EMBO J",1
"29938200","Front Cell Infect Microbiol",1
"31060494","Mol Med",1
"31156585","Front Microbiol",1
"28849102","Mol Med Rep",1
"29973947","Front Plant Sci",1
"28848575","Front Plant Sci",1
"27818488","Med Sci Monit",1
"31062216","Plant Mol Biol",1
"28768481","BMC Genomics",1
"29782154","J Am Chem Soc",1
"29866052","BMC Microbiol",1
"29877785","Microbiology (Reading)",1
"28759564","PLoS One",1
"29903047","Respir Res",1
"29685964","Philos Trans R Soc Lond B Biol Sci",1
"29950993","Front Pharmacol",1
"29762780","J Anim Sci",1
"29722909","Pharmacotherapy",1
"30816960","J Exp Bot",1
"30948494","Life Sci Alliance",1
"31130962","Front Immunol",1
"29256173","Stem Cell Rev Rep",1
"26856934","Mol Cancer Res",1
"31133997","Front Microbiol",1
"25079561","Theor Biol Med Model",1
"29747501","J Proteome Res",1
"29785561","J Cheminform",1
"29861844","Oncotarget",1
"30988352","Sci Rep",1
"28757797","Bioinform Biol Insights",1
"26700622","Oncotarget",1
"31010726","J Autoimmun",1
"26288567","Saudi J Biol Sci",1
"31028084","EMBO J",1
"30941149","Front Plant Sci",1
"27689988","Molecules",1
"24656062","Eur J Med Res",1
"28222386","Neuroimage",1
"32236097","PLoS Comput Biol",1
"23798489","Database (Oxford)",1
"32209092","BMC Med",1
"26312997","PLoS One",1
"29699496","BMC Genomics",1
"30941542","Plant Mol Biol",1
"30975897","Mol Cell Proteomics",1
"31001581","Sci Adv",1
"28642470","Sci Rep",1
"31024306","Front Pharmacol",1
"30996686","Cancer Cell Int",1
"29867541","Front Physiol",1
"29713565","PeerJ",1
"28186904","IEEE/ACM Trans Comput Biol Bioinform",1
"31001239","Front Microbiol",1
"30939131","PLoS One",1
"23675439","PLoS One",1
"28600559","Sci Rep",1
"29029430","Oncotarget",1
"29669823","Mol Cancer Res",1
"22308675","Zhongguo Zhong Yao Za Zhi",1
"29713284","Front Pharmacol",1
"32273945","Oxid Med Cell Longev",1
"28454110","Oncotarget",1
"31001271","Front Immunol",1
"30967897","Front Genet",1
"30855138","Biochemistry",1
"29651153","Exp Mol Med",1
"26716013","Eur J Microbiol Immunol (Bp)",1
"28600495","Sci Rep",1
"29669821","Mol Cancer Res",1
"20813661","Nan Fang Yi Ke Da Xue Xue Bao",1
"25414536","Chemometr Intell Lab Syst",1
"28365730","Database (Oxford)",1
"32170121","Nat Commun",1
"29620195","Int J Oncol",1
"32284825","J Extracell Vesicles",1
"32122306","BMC Plant Biol",1
"28463531","Cell Cycle",1
"20706619","Cancer Inform",1
"30875371","PLoS Genet",1
"29596433","PLoS One",1
"29643845","Front Microbiol",1
"29636727","Front Microbiol",1
"30521003","Mol Biol Evol",1
"29515040","JCI Insight",1
"28487716","Front Plant Sci",1
"30804093","J Neurosci",1
"30289439","Biol Reprod",1
"30864705","Mol Med Rep",1
"29518416","J Allergy Clin Immunol",1
"28418008","Sci Rep",1
"30830868","JCI Insight",1
"30819114","BMC Plant Biol",1
"29593677","Front Microbiol",1
"30770885","Sci Rep",1
"30816543","Oncol Rep",1
"30742659","PLoS One",1
"27403158","Gastroenterol Res Pract",1
"29483918","Front Immunol",1
"28247551","Hum Mutat",1
"29497087","Sci Rep",1
"32059012","PLoS Genet",1
"28333940","PLoS One",1
"30867825","Theranostics",1
"30628173","Mol Oncol",1
"28361704","BMC Bioinformatics",1
"29315582","J Neurochem",1
"30380026","DNA Res",1
"30709055","Int J Mol Sci",1
"30705347","Sci Rep",1
"32010196","Front Genet",1
"30691243","Microorganisms",1
"30680959","Mol Genet Genomic Med",1
"30718766","Sci Rep",1
"28264449","Int J Mol Sci",1
"32005800","Nat Commun",1
"26484156","Genom Data",1
"30591433","G3 (Bethesda)",1
"30809253","Front Genet",1
"29286332","Int J Mol Sci",1
"26106267","J Cent Nerv Syst Dis",1
"30664169","Int J Mol Med",1
"29303984","Genes (Basel)",1
"30623175","Life Sci Alliance",1
"30601701","Am J Physiol Endocrinol Metab",1
"32009941","Front Aging Neurosci",1
"28870089","ASN Neuro",1
"30671047","Front Microbiol",1
"27780826","Brief Bioinform",1
"26031454","Sci Rep",1
"31969898","Front Genet",1
"27092269","J Nucleic Acids",1
"30898038","Emerg Microbes Infect",1
"21388573","J Biomed Semantics",1
"28036280","Oncotarget",1
"30567740","J Biol Chem",1
"29311893","Front Aging Neurosci",1
"29360820","PLoS Genet",1
"29238346","Front Immunol",1
"26915811","J Comput Chem",1
"30622470","Front Pharmacol",1
"29237779","J Immunol",1
"28060263","J Vis Exp",1
"30563450","BMC Plant Biol",1
"29189719","Genes (Basel)",1
"27982098","Sci Rep",1
"30513878","Int J Mol Sci",1
"24653643","Cancer Inform",1
"27934932","Sci Rep",1
"29152379","Cell Death Discov",1
"30482847","Mol Cell Proteomics",1
"29254138","Oncotarget",1
"29133784","Nat Commun",1
"30304469","Nucleic Acids Res",1
"31375927","Metabolomics",1
"29127356","Sci Rep",1
"30514240","BMC Plant Biol",1
"29103821","Cytokine",1
"30463588","Crit Care",1
"29359156","Biomed Res Int",1
"30804628","Physiol Mol Biol Plants",1
"29089565","Sci Rep",1
"29124009","Genom Data",1
"30515085","Front Behav Neurosci",1
"30400957","Parasit Vectors",1
"29057095","NPJ Syst Biol Appl",1
"27805066","Sci Rep",1
"19607650","BMC Genomics",1
"29221177","Oncotarget",1
"28535162","Am J Epidemiol",1
"30365107","Mol Med Rep",1
"30361391","EMBO Rep",1
"30410449","Front Physiol",1
"29221148","Oncotarget",1
"21969803","J Biomed Biotechnol",1
"31782624","EMBO Mol Med",1
"23762151","Evid Based Complement Alternat Med",1
"28924252","Sci Rep",1
"27698381","Sci Rep",1
"28981547","PLoS One",1
"25541736","PLoS One",1
"25519360","BMC Proc",1
"30285619","BMC Genomics",1
"30297963","Sci Rep",1
"20172945","Bioinformatics",1
"29088825","Oncotarget",1
"31738431","J Exp Bot",1
"31676803","Nat Commun",1
"31675377","PLoS One",1
"31695054","Sci Rep",1
"30253799","Genome Biol",1
"30277475","J Clin Invest",1
"30333910","Oncotarget",1
"24971892","PLoS One",1
"26405458","BioData Min",1
"27011181","Int J Mol Sci",1
"30165493","Nucleic Acids Res",1
"27503118","BMC Syst Biol",1
"29399656","Hepatol Commun",1
"28775961","Front Cell Infect Microbiol",1
"28729650","Sci Rep",1
"25350940","BMC Bioinformatics",1
"27570668","AMIA Jt Summits Transl Sci Proc",1
"23922760","PLoS One",1
"24918034","PeerJ",1
"23076246","Virulence",1
"30155351","PeerJ",1
"28383661","Mol Biol Evol",1
"30126363","BMC Plant Biol",1
"30115980","Sci Rep",1
"28701522","RNA",1
"27013923","Curr Genomics",1
"28638072","Sci Rep",1
"30118526","PLoS One",1
"28640862","PLoS One",1
"28628618","PLoS Comput Biol",1
"28630415","Sci Rep",1
"30010984","J Exp Bot",1
"30105049","Front Genet",1
"27271671","Genes (Basel)",1
"28725471","NPJ Syst Biol Appl",1
"29895191","Cell Cycle",1
"28452864","Inflamm Bowel Dis",1
"31555733","Sci Adv",1
"22979956","BMC Syst Biol",1
"30073000","Front Immunol",1
"26678064","BMC Genomics",1
"29995890","PLoS Genet",1
"30046396","Oncotarget",1
"30018605","Front Microbiol",1
"28529766","Cell Discov",1
"24947751","Bioinformatics",1
"26100049","BMC Genomics",1
"22876834","BMC Bioinformatics",1
"29980615","Mol Cell Proteomics",1
"29929510","Respir Res",1
"28448599","PLoS One",1
"26545107","PLoS One",1
"29696650","J Phycol",1
"29928007","PLoS One",1
"31451691","Nat Commun",1
"24084645","Heredity (Edinb)",1
"28903352","Oncotarget",1
"27035874","Mol Med Rep",1
"28333954","PLoS One",1
"32231244","Nat Commun",1
"32203131","Cell Res",1
"29555727","Mol Cell Biol",1
"26217731","Data Brief",1
"28328971","PLoS One",1
"28301513","PLoS One",1
"28515850","World J Cardiol",1
"29758256","Neurobiol Dis",1
"26331304","PLoS One",1
"28264060","PLoS One",1
"25177484","F1000Res",1
"29861861","Oncotarget",1
"25973099","Int J Clin Exp Pathol",1
"29740265","Front Neurosci",1
"25625967","Mol Med Rep",1
"25708840","BMC Syst Biol",1
"31646076","Oncoimmunology",1
"31324722","J Biol Chem",1
"26770257","Front Zool",1
"26510299","Int J Data Min Bioinform",1
"29745845","BMC Syst Biol",1
"32121034","J Clin Med",1
"25539848","Int J Comput Biol Drug Des",1
"22389811","ISRN Neurol",1
"29615777","Sci Rep",1
"29610341","Proc Natl Acad Sci U S A",1
"28286608","Int J Hematol Oncol Stem Cell Res",1
"31242866","BMC Genomics",1
"31333621","Front Microbiol",1
"31232686","Elife",1
"25997736","Mol Cells",1
"28060347","J Vis Exp",1
"27934866","Sci Rep",1
"31221965","Nat Commun",1
"29519818","Genetics",1
"29736406","J Immunol Res",1
"29643704","Acta Cardiol Sin",1
"29136190","Mol Biol Evol",1
"27939634","Environ Pollut",1
"19381531","Methods Mol Biol",1
"29551974","Front Pharmacol",1
"20134061","J Integr Bioinform",1
"31175295","Nat Commun",1
"29475580","Am J Obstet Gynecol",1
"29472905","Front Microbiol",1
"27878450","Protein Cell",1
"31216036","Gigascience",1
"21712192","Hum Genomics",1
"31118277","Mol Syst Biol",1
"31113376","BMC Genomics",1
"22548699","J Clin Bioinforma",1
"29370075","Genes (Basel)",1
"23940583","PLoS One",1
"27785155","Genes Nutr",1
"27801482","Genet Mol Biol",1
"23885764","J Transl Med",1
"23951317","PLoS One",1
"27669219","Int J Mol Sci",1
"29339825","ISME J",1
"29430572","J Immunobiol",1
"27742665","Brief Bioinform",1
"20122195","BMC Bioinformatics",1
"30971321","Acta Neuropathol Commun",1
"26100579","BMC Syst Biol",1
"27537181","PLoS One",1
"29176792","PLoS One",1
"27502491","Infect Dis Poverty",1
"21346937","AMIA Annu Symp Proc",1
"29169324","BMC Plant Biol",1
"26003204","BMC Bioinformatics",1
"26045143","BMC Med Inform Decis Mak",1
"27535739","BMC Med Genomics",1
"30984160","Front Immunol",1
"30883606","PLoS Pathog",1
"25374775","PeerJ",1
"29127223","Physiol Genomics",1
"27391266","PLoS One",1
"24822064","Adv Bioinformatics",1
"30886049","EMBO J",1
"29078207","PLoS One",1
"25829781","Pharmacogn Mag",1
"30858180","Mol Syst Biol",1
"29023490","PLoS One",1
"30863292","Front Behav Neurosci",1
"27235586","J Theor Biol",1
"25889977","BMC Syst Biol",1
"28250389","Proteomes",1
"25079603","PLoS One",1
"30721247","PLoS One",1
"27132888","Stem Cell Reports",1
"26921299","G3 (Bethesda)",1
"27083051","Oncotarget",1
"30805314","Front Cell Infect Microbiol",1
"28830381","BMC Genomics",1
"24848634","PLoS One",1
"26933650","J Biol Res (Thessalon)",1
"28790436","Sci Rep",1
"28732007","PLoS Comput Biol",1
"26928495","Sci Rep",1
"18843375","PLoS One",1
"30624972","Am J Physiol Regul Integr Comp Physiol",1
"30413473","Appl Environ Microbiol",1
"28634231","J Biol Chem",1
"30562963","Cancers (Basel)",1
"22706384","Integr Biol (Camb)",1
"28694492","Sci Rep",1
"24772427","Biomed Res Int",1
"25579819","Genet Res (Camb)",1
"23893119","J Vis Exp",1
"30521565","PLoS One",1
"25309909","Biomed Res Int",1
"28558704","BMC Genomics",1
"27274862","Converg Sci Phys Oncol",1
"26745281","PLoS One",1
"25227622","Sci Rep",1
"30505807","Front Cell Infect Microbiol",1
"30509163","BMC Plant Biol",1
"30429226","mSphere",1
"30497407","BMC Plant Biol",1
"25243143","Biomed Res Int",1
"30450092","Front Microbiol",1
"31399586","Nat Commun",1
"26585119","Microb Ecol",1
"28084682","J Tissue Eng Regen Med",1
"28915586","Oncotarget",1
"28473844","Front Plant Sci",1
"23750082","Bioinformation",1
"28359308","BMC Med Genomics",1
"30325918","PLoS Genet",1
"22123172","BMC Res Notes",1
"26374290","Microb Biotechnol",1
"26348038","PLoS One",1
"28256721","Curr Protoc Cell Biol",1
"24736851","Circ Cardiovasc Genet",1
"24748858","Genomics Inform",1
"31213602","Nat Commun",1
"21350656","Int J Evol Biol",1
"26239378","Mol Med Rep",1
"26155198","Proteome Sci",1
"30147753","Mob DNA",1
"23149315","Chin J Cancer",1
"27856695","G3 (Bethesda)",1
"23046276","BMC Bioinformatics",1
"27966654","Sci Rep",1
"25826780","Sci Rep",1
"24268022","BMC Bioinformatics",1
"19014503","Genome Biol",1
"27760160","PLoS One",1
"22644393","J Struct Funct Genomics",1
"27788148","PLoS One",1
"27752041","Sci Rep",1
"24040048","PLoS One",1
"25671571","PLoS One",1
"18047703","BMC Bioinformatics",1
"22474574","Autoimmune Dis",1
"23951402","Biol Open",1
"27495149","BMC Ecol",1
"22988944","BMC Genomics",1
"25405149","Front Bioeng Biotechnol",1
"23662126","Evid Based Complement Alternat Med",1
"19624850","BMC Bioinformatics",1
"25268625","Int J Mol Sci",1
"27256297","Eur J Nutr",1
"24255551","J Proteomics Bioinform",1
"25163480","Virol J",1
"23814435","Physiol Mol Biol Plants",1
"30382940","Elife",1
"26549216","Sci Rep",1
"28957313","PLoS Comput Biol",1
"22460606","Mol Cells",1
"26267445","PLoS One",1
"26366411","Biomed Res Int",1
"20157346","Bioscience",1
"24010585","BMC Pharmacol Toxicol",1
"28775728","Front Plant Sci",1
"28743879","Sci Rep",1
"26098852","PLoS One",1
"28666416","BMC Bioinformatics",1
"26080057","PLoS One",1
"19958480","BMC Genomics",1
"31042381","J Med Chem",1
"26215866","Semin Nephrol",1
"25803627","PLoS One",1
"29664006","Elife",1
"23227228","PLoS One",1
"25495798","BMC Bioinformatics",1
"20224638","Adv Bioinformatics",1
"29354140","Front Plant Sci",1
"26928673","J Extracell Vesicles",1
"22611475","Am J Transl Res",1
"22536907","BMC Bioinformatics",1
"24758699","BMC Bioinformatics",1
"22279593","PLoS One",1
"18483570","Int J Plant Genomics",1
"27306057","BMC Syst Biol",1
"23555280","PLoS Genet",1
"23162564","Front Plant Sci",1
"22845868","J Proteome Res",1
"19356244","Biol Direct",1
"25347852","Physiol Rep",1
"32429962","BMC Infect Dis",1
"19466586","Genomic Med",1
"27005369","Respirology",1
"26632288","Neuropsychopharmacology",1
"26077418","J Extracell Vesicles",1
"32550373","MicroPubl Biol",0
"32694520","Sci Rep",0
"32539680","BMC Bioinformatics",0
"32791489","Int Immunopharmacol",0
"32679150","Life Sci",0
"32802866","Biomed Res Int",0
"32645039","PLoS One",0
"32879935","Bioinformatics",0
"32815531","Biosci Rep",0
"32760426","Front Genet",0
"32915649","Arch Physiol Biochem",0
"32875540","J Mol Neurosci",0
"32772642","Hematology",0
"32775582","Data Brief",0
"32631335","BMC Infect Dis",0
"32651427","Sci Rep",0
"32685390","Int J Ophthalmol",0
"32724299","Cancer Cell Int",0
"32612856","Cardiol Res Pract",0
"32590938","BMC Genomics",0
"32702920","Medicine (Baltimore)",0
"32629654","Medicine (Baltimore)",0
"32908900","Biomed Res Int",0
"32757672","COPD",0
"32908565","Evid Based Complement Alternat Med",0
"32685442","Biomed Res Int",0
"32754224","Chin Med",0
"32782449","Dose Response",0
